file,manual_id
S20210222T083000620+0100_E20210222T085955526+0100___t00287s__conf0.78.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00288s__conf0.81.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00289s__conf0.89.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00290s__conf0.48.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00295s__conf0.56.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00296s__conf0.78.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00297s__conf0.56.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00301s__conf0.52.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00307s__conf0.78.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00308s__conf0.58.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00318s__conf0.95.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00324s__conf0.61.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00325s__conf0.95.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00326s__conf0.69.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00327s__conf0.74.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00328s__conf0.92.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00329s__conf0.49.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00330s__conf0.58.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00331s__conf0.78.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00332s__conf0.69.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00334s__conf0.57.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00335s__conf0.94.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00336s__conf0.86.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00338s__conf0.76.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00339s__conf0.92.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00340s__conf0.72.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00343s__conf0.72.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00344s__conf1.00.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00345s__conf0.99.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00347s__conf0.58.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00354s__conf0.84.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00355s__conf0.95.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00356s__conf0.99.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00357s__conf0.71.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00360s__conf0.83.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00361s__conf0.90.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00362s__conf0.90.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00365s__conf0.55.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00366s__conf0.63.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00368s__conf0.53.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00369s__conf0.89.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00370s__conf0.96.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00382s__conf0.73.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00383s__conf0.68.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00386s__conf0.47.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00393s__conf0.70.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00394s__conf0.71.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00402s__conf0.68.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00405s__conf0.56.wav,Noise
S20210222T083000620+0100_E20210222T085955526+0100___t00409s__conf0.47.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00027s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00028s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00029s__conf0.94.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00083s__conf0.65.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00092s__conf0.77.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00168s__conf0.80.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00173s__conf0.98.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00186s__conf0.58.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00187s__conf0.72.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00192s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00193s__conf0.89.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00215s__conf0.84.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00216s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00252s__conf0.98.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00263s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00265s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00277s__conf0.55.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00294s__conf0.52.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00295s__conf0.92.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00312s__conf0.73.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00371s__conf0.76.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00393s__conf0.83.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00400s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00401s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00402s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00403s__conf0.87.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00410s__conf0.83.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00417s__conf0.98.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00418s__conf0.56.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00421s__conf0.80.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00425s__conf0.90.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00427s__conf0.77.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00428s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00429s__conf0.55.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00434s__conf0.93.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00441s__conf0.91.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00443s__conf0.72.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00446s__conf0.98.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00447s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00450s__conf0.70.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00452s__conf0.52.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00453s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00454s__conf0.61.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00455s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00456s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00457s__conf0.89.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00465s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00470s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00471s__conf0.85.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00473s__conf0.76.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00476s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00477s__conf0.56.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00479s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00480s__conf0.60.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00504s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00505s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00513s__conf0.52.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00515s__conf0.57.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00517s__conf0.98.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00520s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00521s__conf0.69.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00525s__conf0.92.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00526s__conf0.91.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00527s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00528s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00529s__conf0.79.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00532s__conf0.76.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00533s__conf0.98.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00534s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00542s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00545s__conf0.91.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00546s__conf0.95.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00547s__conf0.62.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00554s__conf0.58.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00556s__conf0.76.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00557s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00558s__conf0.64.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00559s__conf0.52.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00561s__conf0.63.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00562s__conf0.74.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00563s__conf0.93.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00564s__conf0.98.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00570s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00575s__conf0.69.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00586s__conf0.81.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00591s__conf0.92.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00594s__conf0.70.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00601s__conf0.62.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00607s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00608s__conf0.68.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00621s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00622s__conf0.91.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00624s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00628s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00629s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00630s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00631s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00636s__conf0.90.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00638s__conf0.95.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00645s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00656s__conf0.66.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00677s__conf0.87.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00683s__conf0.53.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00861s__conf0.67.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00869s__conf0.98.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00870s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00871s__conf0.52.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00891s__conf0.58.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t00892s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01014s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01015s__conf0.92.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01016s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01017s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01018s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01022s__conf0.83.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01023s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01024s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01025s__conf0.57.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01035s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01036s__conf0.95.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01037s__conf0.90.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01043s__conf0.96.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01044s__conf0.95.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01045s__conf0.84.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01050s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01051s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01052s__conf1.00.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01067s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01068s__conf0.78.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01077s__conf0.99.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01082s__conf0.94.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01083s__conf0.97.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01087s__conf0.52.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01088s__conf0.77.wav,Noise
S20210222T083018737+0100_E20210222T090014786+0100___t01098s__conf0.89.wav,Noise
S20210222T085950813+0100_E20210222T092949325+0100___t01082s__conf0.61.wav,Noise
S20210222T085950813+0100_E20210222T092949325+0100___t01484s__conf0.54.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00103s__conf0.90.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00114s__conf0.81.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00131s__conf0.99.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00133s__conf0.79.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00166s__conf0.93.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00445s__conf0.84.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00446s__conf0.95.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00461s__conf0.99.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00464s__conf1.00.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00472s__conf0.65.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00474s__conf0.81.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00478s__conf0.97.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00494s__conf0.66.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00500s__conf0.99.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00504s__conf0.97.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00513s__conf0.74.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00532s__conf0.97.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00533s__conf0.88.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00548s__conf0.60.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00549s__conf0.81.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00550s__conf0.92.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00572s__conf0.86.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00604s__conf0.83.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00631s__conf0.77.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00663s__conf0.55.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00668s__conf0.96.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00669s__conf1.00.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00670s__conf0.94.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00678s__conf0.84.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00693s__conf0.90.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00697s__conf0.75.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00706s__conf0.94.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00707s__conf0.99.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00816s__conf0.97.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00822s__conf0.90.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t00900s__conf0.65.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t01538s__conf0.68.wav,Noise
S20210222T090018679+0100_E20210222T093014727+0100___t01712s__conf0.67.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00000s__conf0.87.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00001s__conf0.66.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00002s__conf0.69.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00004s__conf0.84.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00005s__conf0.77.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00006s__conf0.95.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00007s__conf0.98.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00008s__conf0.93.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00009s__conf0.71.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00010s__conf0.51.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00015s__conf0.58.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00016s__conf0.96.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00019s__conf0.63.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00020s__conf0.66.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00021s__conf0.55.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00022s__conf0.94.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00023s__conf0.84.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00027s__conf0.95.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00028s__conf0.99.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00029s__conf0.79.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00030s__conf0.93.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00033s__conf0.79.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00034s__conf0.94.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00036s__conf0.99.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00037s__conf0.96.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00038s__conf0.90.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00039s__conf0.97.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00040s__conf0.91.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00041s__conf0.86.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00042s__conf0.84.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00044s__conf0.43.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00045s__conf0.84.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00046s__conf0.98.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00047s__conf0.98.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00048s__conf0.68.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00049s__conf0.80.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00050s__conf0.90.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00051s__conf0.99.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00052s__conf0.99.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00053s__conf0.87.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00057s__conf0.81.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00058s__conf0.94.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00059s__conf0.77.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00060s__conf0.90.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00061s__conf0.63.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00062s__conf0.93.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00065s__conf0.43.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00066s__conf0.69.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00068s__conf0.65.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00072s__conf0.97.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00073s__conf0.80.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00074s__conf0.96.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00075s__conf0.98.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00083s__conf0.91.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00084s__conf0.99.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00085s__conf0.91.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00086s__conf0.50.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00087s__conf0.73.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00088s__conf0.91.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00089s__conf0.99.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00090s__conf0.97.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00091s__conf0.99.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00092s__conf1.00.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00093s__conf0.95.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00094s__conf0.86.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00095s__conf0.91.wav,Noise
S20210222T092955XXX+0100_E20210222T092955XXX+0100_+000.0000+000.0000__t00096s__conf0.99.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00161s__conf0.88.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00162s__conf0.92.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00239s__conf0.56.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00299s__conf0.99.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00306s__conf0.85.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00323s__conf0.82.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00358s__conf0.63.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00359s__conf0.98.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00360s__conf0.91.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00367s__conf0.99.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00377s__conf0.96.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00385s__conf0.98.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00396s__conf0.81.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00403s__conf0.98.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00418s__conf0.86.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00423s__conf0.83.wav,Noise
S20210222T093019623+0100_E20210222T100014671+0100___t00446s__conf0.70.wav,Noise
